task,encoder,head,level,seed,metric,value,n_units,n_subjects
B1_corrected,pointnet,knn11,subject,0,f1_class::Peroxisome,0.25,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Primary Palate,0.23529411764705882,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Rasopathy,0.0759493670886076,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Sex Chromosome,0.12244897959183673,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Trisomy,0.0,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Uncategorized,0.2,733,733
B1_corrected,dgcnn,softmax,scan,0,accuracy,0.1934782608695652,1840,733
B1_corrected,dgcnn,softmax,scan,0,macro_f1,0.1693508458257579,1840,733
B1_corrected,dgcnn,softmax,scan,0,macro_auc,0.7812840341888926,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Cartilage,0.2275449101796407,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Ciliopathy,0.3058823529411765,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Cohesinopathy,0.26666666666666666,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Connective Tissue,0.2616033755274262,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Control,0.48105436573311366,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::DNA Repair,0.08823529411764706,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Deletion,0.05423728813559322,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Duplication,0.029197080291970802,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Ectodermal,0.06060606060606061,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Growth,0.19047619047619047,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Imprinting,0.11428571428571428,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Lysozome,0.2564102564102564,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Neurocristopathy,0.09448818897637795,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Peroxisome,0.2074074074074074,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Primary Palate,0.12571428571428572,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Rasopathy,0.04081632653061224,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Sex Chromosome,0.15671641791044777,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Trisomy,0.24271844660194175,1840,733
B1_corrected,dgcnn,softmax,scan,0,f1_class::Uncategorized,0.013605442176870748,1840,733
B1_corrected,dgcnn,softmax,subject,0,accuracy,0.252387448840382,733,733
B1_corrected,dgcnn,softmax,subject,0,macro_f1,0.21709700740614335,733,733
B1_corrected,dgcnn,softmax,subject,0,macro_auc,0.8128047431499528,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Cartilage,0.3116883116883117,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Ciliopathy,0.35294117647058826,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Cohesinopathy,0.4,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Connective Tissue,0.2564102564102564,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Control,0.5505226480836237,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::DNA Repair,0.2222222222222222,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Deletion,0.0425531914893617,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Duplication,0.06,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Ectodermal,0.12121212121212122,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Growth,0.26666666666666666,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Imprinting,0.0784313725490196,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Lysozome,0.375,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Neurocristopathy,0.046511627906976744,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Peroxisome,0.2222222222222222,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Primary Palate,0.21686746987951808,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Rasopathy,0.0392156862745098,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Sex Chromosome,0.21052631578947367,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Trisomy,0.35185185185185186,733,733
B1_corrected,dgcnn,softmax,subject,0,f1_class::Uncategorized,0.0,733,733
B1_corrected,dgcnn,proto,scan,0,accuracy,0.20815217391304347,1840,733
B1_corrected,dgcnn,proto,scan,0,macro_f1,0.18849035042765633,1840,733
B1_corrected,dgcnn,proto,scan,0,macro_auc,0.7615701337942375,1840,733
B1_corrected,dgcnn,proto,scan,0,f1_class::Cartilage,0.3063063063063063,1840,733
B1_corrected,dgcnn,proto,scan,0,f1_class::Ciliopathy,0.16666666666666666,1840,733
